14:47:24,054.51,018.18
14:47:34,054.50,018.17
14:47:44,054.50,018.17
14:47:53,054.51,018.16
14:48:03,054.50,018.15
14:48:12,054.49,018.13
14:48:22,054.52,018.07
14:48:32,054.50,017.96
14:48:41,054.50,017.72
14:48:51,054.50,017.54
14:49:00,054.50,017.36
14:49:10,054.48,017.28
14:49:20,054.50,017.23
14:49:29,054.49,017.21
14:49:39,054.50,017.19
14:49:48,054.50,017.17
14:49:58,054.48,017.15
14:50:08,054.51,017.12
14:50:17,054.50,017.09
14:50:27,054.49,017.03
14:50:36,054.50,016.76
14:50:46,054.49,016.45
14:50:56,054.50,016.28
14:51:05,054.49,016.20
14:51:15,054.49,016.18
14:51:24,054.48,016.18
14:51:34,054.50,016.16
14:51:44,054.48,016.14
14:51:53,054.50,016.15
14:52:03,054.50,016.14
14:52:12,054.50,016.14
14:52:22,054.48,016.14
14:52:32,054.49,016.15
14:52:41,054.50,016.17
14:52:51,054.49,016.17
14:53:00,054.51,016.19
14:53:10,054.49,016.20
14:53:20,054.50,016.23
14:53:29,054.51,016.26
14:53:39,054.49,016.37
14:53:48,054.50,016.58
14:53:58,054.50,016.93
14:54:08,054.50,017.06
14:54:17,054.49,017.10
14:54:27,054.50,017.14
14:54:36,054.51,017.17
14:54:46,054.51,017.18
14:54:56,054.49,017.22
14:55:05,054.49,017.30
14:55:15,054.49,017.46
14:55:24,054.52,017.73
14:55:34,054.50,017.99
14:55:44,054.50,018.12
14:55:53,054.52,018.14
14:56:03,054.51,018.17
14:56:12,054.51,018.17
14:56:22,054.51,018.18
14:56:32,054.51,018.17
14:56:41,054.51,018.19
14:56:51,054.50,018.18
14:57:00,054.51,018.18
14:57:10,054.50,018.18
14:57:20,054.50,018.17
14:57:29,054.51,018.17
14:57:39,054.51,018.16
14:57:48,054.50,018.15
14:57:58,054.51,018.14
14:58:08,054.51,018.13
14:58:17,054.51,018.07
14:58:27,054.51,017.97
14:58:36,054.50,017.83
14:58:46,054.50,017.66
14:58:56,054.49,017.45
14:59:05,054.51,017.36
14:59:15,054.50,017.27
14:59:24,054.50,017.23
14:59:34,054.50,017.20
14:59:44,054.50,017.18
14:59:53,054.50,017.17
15:00:03,054.50,017.16
15:00:12,054.50,017.12
15:00:22,054.50,017.09
15:00:32,054.49,016.94
15:00:41,054.50,016.61
15:00:51,054.50,016.38
15:01:00,054.50,016.25
15:01:10,054.49,016.20
15:01:20,054.49,016.18
15:01:29,054.51,016.18
15:01:39,054.49,016.16
15:01:48,054.50,016.15
15:01:58,054.50,016.15
15:02:08,054.48,016.15
15:02:17,054.49,016.15
15:02:27,054.49,016.15
15:02:36,054.49,016.15
15:02:46,054.49,016.17
