15:02:56,054.48,016.17
15:03:05,054.48,016.18
15:03:15,054.50,016.20
15:03:24,054.49,016.22
15:03:34,054.49,016.27
15:03:43,054.48,016.40
15:03:53,054.48,016.61
15:04:03,054.52,016.93
15:04:12,054.51,017.07
15:04:22,054.50,017.10
15:04:31,054.49,017.12
15:04:41,054.50,017.17
15:04:51,054.50,017.19
15:05:00,054.49,017.22
15:05:10,054.49,017.26
15:05:19,054.50,017.42
15:05:29,054.50,017.66
15:05:39,054.49,017.93
15:05:48,054.50,018.08
15:05:58,054.52,018.11
15:06:07,054.51,018.16
15:06:17,054.51,018.16
15:06:27,054.51,018.17
15:06:36,054.52,018.17
15:06:46,054.51,018.18
15:06:55,054.50,018.18
15:07:05,054.51,018.18
15:07:15,054.51,018.17
15:07:24,054.51,018.16
15:07:34,054.49,018.15
15:07:43,054.51,018.14
15:07:53,054.50,018.13
15:08:03,054.51,018.09
15:08:12,054.50,018.02
15:08:22,054.51,017.84
15:08:31,054.50,017.61
15:08:41,054.50,017.47
15:08:51,054.50,017.36
15:09:00,054.49,017.27
15:09:10,054.50,017.22
15:09:19,054.51,017.20
15:09:29,054.51,017.18
15:09:39,054.52,017.17
15:09:48,054.50,017.15
15:09:58,054.50,017.12
15:10:07,054.49,017.09
15:10:17,054.50,017.03
15:10:27,054.50,016.75
15:10:36,054.49,016.42
15:10:46,054.50,016.26
15:10:55,054.49,016.21
15:11:05,054.50,016.18
15:11:15,054.49,016.16
15:11:24,054.50,016.14
15:11:34,054.49,016.11
15:11:43,054.50,016.09
15:11:53,054.50,016.10
15:12:03,054.49,016.10
15:12:12,054.50,016.08
15:12:22,054.50,016.10
15:12:31,054.50,016.12
15:12:41,054.48,016.13
15:12:51,054.49,016.14
15:13:00,054.52,016.16
15:13:10,054.50,016.17
15:13:19,054.49,016.18
15:13:29,054.51,016.21
15:13:39,054.48,016.24
15:13:48,054.50,016.35
15:13:58,054.50,016.57
15:14:07,054.50,016.91
15:14:17,054.49,017.05
15:14:27,054.48,017.09
15:14:36,054.49,017.13
15:14:46,054.50,017.17
15:14:55,054.50,017.18
15:15:05,054.50,017.21
15:15:15,054.51,017.28
15:15:24,054.50,017.43
15:15:34,054.51,017.70
15:15:43,054.51,018.01
15:15:53,054.50,018.11
15:16:03,054.51,018.15
15:16:12,054.50,018.17
15:16:22,054.50,018.17
15:16:31,054.52,018.18
15:16:41,054.50,018.19
15:16:51,054.51,018.20
15:17:00,054.50,018.20
15:17:10,054.52,018.20
15:17:19,054.51,018.20
15:17:29,054.52,018.20
15:17:39,054.51,018.20
15:17:48,054.51,018.20
15:17:58,054.50,018.19
15:18:07,054.51,018.19
15:18:17,054.51,018.18
15:18:27,054.51,018.17
15:18:36,054.51,018.16
15:18:46,054.52,018.14
15:18:55,054.51,018.11
15:19:05,054.51,018.05
15:19:15,054.51,017.93
15:19:24,054.51,017.69
15:19:34,054.51,017.47
15:19:43,054.50,017.33
15:19:53,054.50,017.25
15:20:03,054.49,017.21
15:20:12,054.50,017.19
15:20:22,054.50,017.18
15:20:31,054.51,017.13
15:20:41,054.48,017.08
15:20:51,054.49,016.98
15:21:00,054.49,016.57
15:21:10,054.50,016.32
15:21:19,054.49,016.22
15:21:29,054.47,016.18
15:21:39,054.48,016.18
15:21:48,054.49,016.17
15:21:58,054.50,016.16
15:22:07,054.50,016.14
15:22:17,054.50,016.15
15:22:27,054.51,016.16
15:22:36,054.49,016.15
15:22:46,054.49,016.16
15:22:55,054.49,016.17
15:23:05,054.49,016.19
15:23:15,054.48,016.20
15:23:24,054.49,016.22
15:23:34,054.49,016.27
15:23:43,054.49,016.38
15:23:53,054.49,016.62
15:24:02,054.50,016.92
15:24:12,054.50,017.05
15:24:22,054.49,017.10
15:24:31,054.50,017.12
15:24:41,054.51,017.16
15:24:50,054.50,017.18
15:25:00,054.50,017.19
15:25:10,054.49,017.26
15:25:19,054.48,017.34
15:25:29,054.50,017.52
15:25:38,054.50,017.79
15:25:48,054.52,018.00
15:25:58,054.50,018.12
15:26:07,054.50,018.15
15:26:17,054.51,018.17
15:26:26,054.53,018.17
15:26:36,054.50,018.16
15:26:46,054.50,018.18
15:26:55,054.52,018.18
15:27:05,054.49,018.18
15:27:14,054.49,018.18
